family,anchor_lupe_state,cross_lupe_state,left_dominant_category,right_dominant_category,left_count,right_count,left_avg_score,right_avg_score,score_delta_right_minus_left,same_text_island,left_text_islands,right_text_islands,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_11qj,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_88n1j5,dio_text_88n1j5,True,False,False,False,False,False,False,False
dio_12b2,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_1uuigxj,dio_text_1uuigxj,True,False,False,False,False,False,False,False
dio_1378,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_v93qoj,dio_text_v93qoj,True,False,False,False,False,False,False,False
dio_14q2,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_y8vi92,dio_text_y8vi92,True,False,False,False,False,False,False,False
dio_17u5,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1gg2suu,dio_text_1gg2suu,True,False,False,False,False,False,False,False
dio_17y0,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_g2ete1,dio_text_g2ete1,True,False,False,False,False,False,False,False
dio_1856,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_la9pia,dio_text_la9pia,True,False,False,False,False,False,False,False
dio_1ah9,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1hnuw0d,dio_text_1hnuw0d,True,False,False,False,False,False,False,False
dio_1ahw,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_w0pvwj,dio_text_w0pvwj,True,False,False,False,False,False,False,False
dio_1awd,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_shh0s9,dio_text_shh0s9,True,False,False,False,False,False,False,False
dio_1azw,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_w22g3p,dio_text_w22g3p,True,False,False,False,False,False,False,False
dio_1bj6,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_k1rwir,dio_text_k1rwir,True,False,False,False,False,False,False,False
dio_1bnp,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_65wy8h,dio_text_65wy8h,True,False,False,False,False,False,False,False
dio_1di2,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_wwqosu,dio_text_wwqosu,True,False,False,False,False,False,False,False
dio_1e7a,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1gml6ou,dio_text_1gml6ou,True,False,False,False,False,False,False,False
dio_1fdl,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_t8qf9f,dio_text_t8qf9f,True,False,False,False,False,False,False,False
dio_1fo9,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_7uk4r3,dio_text_7uk4r3,True,False,False,False,False,False,False,False
dio_1h6s,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_10tdlgu,dio_text_10tdlgu,True,False,False,False,False,False,False,False
dio_1hj5,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_1jagfnc,dio_text_1jagfnc,True,False,False,False,False,False,False,False
dio_1hs5,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1fz9hf9,dio_text_1fz9hf9,True,False,False,False,False,False,False,False
dio_1hzf,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_xyw41d,dio_text_xyw41d,True,False,False,False,False,False,False,False
dio_1i4x,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_4rcuji,dio_text_4rcuji,True,False,False,False,False,False,False,False
dio_1jdz,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_1994dnl,dio_text_1994dnl,True,False,False,False,False,False,False,False
dio_1jhd,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1c0lkzn,dio_text_1c0lkzn,True,False,False,False,False,False,False,False
dio_1jtk,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_1dddc9a,dio_text_1dddc9a,True,False,False,False,False,False,False,False
dio_1k1o,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_bnngns,dio_text_bnngns,True,False,False,False,False,False,False,False
dio_1k9b,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_f8qv2v,dio_text_f8qv2v,True,False,False,False,False,False,False,False
dio_1kwp,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_cbaacj,dio_text_cbaacj,True,False,False,False,False,False,False,False
dio_1lcu,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1nn5psx,dio_text_1nn5psx,True,False,False,False,False,False,False,False
dio_1mto,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_v4dtzv,dio_text_v4dtzv,True,False,False,False,False,False,False,False
dio_1mxa,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_wthpcx,dio_text_wthpcx,True,False,False,False,False,False,False,False
dio_1pkn,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1iipjpw,dio_text_1iipjpw,True,False,False,False,False,False,False,False
dio_1pvr,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1bd2xl5,dio_text_1bd2xl5,True,False,False,False,False,False,False,False
dio_1qpi,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_qe7gt1,dio_text_qe7gt1,True,False,False,False,False,False,False,False
dio_1qt4,category_shift_anchor,recurrent_category_shift_family,stable_core,new_raw_extension,1,1,0.4887576,0.206666667,-0.282090933,False,dio_text_mpbutk,dio_text_14jzt6i,True,False,False,False,False,False,False,False
dio_1rl5,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_14mirbg,dio_text_14mirbg,True,False,False,False,False,False,False,False
dio_1slo,category_shift_anchor,recurrent_category_shift_family,new_raw_extension,carried_raw_space,1,1,0.206666667,0.206666667,0.0,True,dio_text_qoazvp,dio_text_qoazvp,True,False,False,False,False,False,False,False
dio_1tcv,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1xf7zxs,dio_text_1xf7zxs,True,False,False,False,False,False,False,False
dio_1w53,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_1wtyu64,dio_text_1wtyu64,True,False,False,False,False,False,False,False
dio_1wx6,category_shift_anchor,recurrent_category_shift_family,stable_core,new_raw_extension,1,1,0.4887672,0.206666667,-0.282100533,False,dio_text_t1lccd,dio_text_vq0lte,True,False,False,False,False,False,False,False
dio_1xfl,category_shift_anchor,recurrent_category_shift_family,soft_variation_space,new_raw_extension,1,1,0.464220133,0.206666667,-0.257553466,False,dio_text_mr2id7,dio_text_h6tosf,True,False,False,False,False,False,False,False
dio_1xfw,category_shift_anchor,recurrent_category_shift_family,stable_core,carried_raw_space,1,1,0.482839133,0.206666667,-0.276172466,True,dio_text_o4jr4q,dio_text_o4jr4q,True,False,False,False,False,False,False,False
dio_0v3a,drift_sensitive_anchor,recurrent_drift_family,drift_watch,stable_core,1,1,0.312713067,0.4825206,0.169807533,False,dio_text_tygof9,dio_text_mm3km5,True,False,False,False,False,False,False,False
dio_11vr,drift_sensitive_anchor,recurrent_drift_family,drift_watch,stable_core,1,1,0.312713067,0.4825206,0.169807533,False,dio_text_tygof9,dio_text_mm3km5,True,False,False,False,False,False,False,False
dio_05ws,drift_sensitive_anchor,recurrent_drift_family,drift_watch,stable_core,1,1,0.2315336,0.482387133,0.250853533,False,dio_text_1cjlpka,dio_text_18ku4h1,True,False,False,False,False,False,False,False
dio_0bde,drift_sensitive_anchor,recurrent_drift_family,drift_watch,drift_watch,1,1,0.310346067,0.302050133,-0.008295934,False,dio_text_10vzt25,dio_text_152s7k2,True,False,False,False,False,False,False,False
dio_0z2v,drift_sensitive_anchor,recurrent_drift_family,drift_watch,drift_watch,1,1,0.310346067,0.302050133,-0.008295934,False,dio_text_10vzt25,dio_text_152s7k2,True,False,False,False,False,False,False,False
dio_16ry,drift_sensitive_anchor,recurrent_drift_family,drift_watch,drift_watch,1,1,0.310346067,0.302050133,-0.008295934,False,dio_text_10vzt25,dio_text_152s7k2,True,False,False,False,False,False,False,False
dio_0bm2,drift_sensitive_anchor,recurrent_drift_family,soft_variation_space,drift_watch,1,1,0.480379933,0.2335522,-0.246827733,False,dio_text_1st3vgz,dio_text_16wtsro,True,False,False,False,False,False,False,False
dio_002s,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.321158,0.226666667,-0.094491333,False,dio_text_17olucv,dio_text_jd2fli,True,False,False,False,False,False,False,False
dio_0hd3,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2795546,0.226666667,-0.052887933,False,dio_text_b72586,dio_text_g8vqvy,True,False,False,False,False,False,False,False
dio_0w16,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,2,0.2795546,0.226666667,-0.052887933,False,dio_text_b72586,dio_text_173f2bc|dio_text_g8vqvy,True,False,False,False,False,False,False,False
dio_1001,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.321158,0.226666667,-0.094491333,False,dio_text_17olucv,dio_text_jd2fli,True,False,False,False,False,False,False,False
dio_11bp,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.321158,0.226666667,-0.094491333,False,dio_text_17olucv,dio_text_jd2fli,True,False,False,False,False,False,False,False
dio_13di,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2795546,0.226666667,-0.052887933,False,dio_text_b72586,dio_text_g8vqvy,True,False,False,False,False,False,False,False
dio_15r6,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.321158,0.226666667,-0.094491333,False,dio_text_17olucv,dio_text_jd2fli,True,False,False,False,False,False,False,False
dio_1mhq,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2795546,0.226666667,-0.052887933,False,dio_text_b72586,dio_text_g8vqvy,True,False,False,False,False,False,False,False
dio_1ull,drift_sensitive_anchor,recurrent_drift_family,stable_core,drift_watch,1,1,0.4887672,0.2266604,-0.2621068,True,dio_text_t1lccd,dio_text_t1lccd,True,False,False,False,False,False,False,False
dio_1t9x,drift_sensitive_anchor,recurrent_drift_family,soft_variation_space,drift_watch,1,1,0.393775267,0.2266566,-0.167118667,False,dio_text_1xv5iq8,dio_text_1xb2hkl,True,False,False,False,False,False,False,False
dio_19b6,drift_sensitive_anchor,recurrent_drift_family,drift_watch,drift_watch,1,1,0.314212467,0.2266464,-0.087566067,False,dio_text_jlg1oi,dio_text_6aj5eo,True,False,False,False,False,False,False,False
dio_0rwa,drift_sensitive_anchor,recurrent_drift_family,soft_variation_space,drift_watch,1,1,0.475449667,0.2266392,-0.248810467,False,dio_text_1fq70kn,dio_text_kekv5o,True,False,False,False,False,False,False,False
dio_01sj,drift_sensitive_anchor,recurrent_drift_family,soft_variation_space,drift_watch,1,1,0.393757267,0.2266386,-0.167118667,False,dio_text_l4qsr6,dio_text_gwj6yd,True,False,False,False,False,False,False,False
dio_09xu,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.318871733,0.22,-0.098871733,False,dio_text_1j5f0xx,dio_text_2ky1th,True,False,False,False,False,False,False,False
dio_0fsw,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.311447733,0.22,-0.091447733,False,dio_text_1qjid8n,dio_text_eerx7v,True,False,False,False,False,False,False,False
dio_0xn0,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.309236933,0.22,-0.089236933,False,dio_text_8qxhbv,dio_text_1ykyzez,True,False,False,False,False,False,False,False
dio_12im,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.309236933,0.22,-0.089236933,False,dio_text_8qxhbv,dio_text_1ykyzez,True,False,False,False,False,False,False,False
dio_13cn,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.318871733,0.22,-0.098871733,False,dio_text_1j5f0xx,dio_text_2ky1th,True,False,False,False,False,False,False,False
dio_13ek,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.311458533,0.22,-0.091458533,False,dio_text_uqj615,dio_text_uovrte,True,False,False,False,False,False,False,False
dio_13p1,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.311458533,0.22,-0.091458533,False,dio_text_uqj615,dio_text_uovrte,True,False,False,False,False,False,False,False
dio_19uu,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.309236933,0.22,-0.089236933,False,dio_text_8qxhbv,dio_text_1ykyzez,True,False,False,False,False,False,False,False
dio_1ing,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.311458533,0.22,-0.091458533,False,dio_text_uqj615,dio_text_uovrte,True,False,False,False,False,False,False,False
dio_1lno,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.311447733,0.22,-0.091447733,False,dio_text_1qjid8n,dio_text_eerx7v,True,False,False,False,False,False,False,False
dio_1m6t,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.318871733,0.22,-0.098871733,False,dio_text_1j5f0xx,dio_text_2ky1th,True,False,False,False,False,False,False,False
dio_1omn,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.311447733,0.22,-0.091447733,False,dio_text_1qjid8n,dio_text_eerx7v,True,False,False,False,False,False,False,False
dio_0oah,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.312733667,0.213333333,-0.099400334,False,dio_text_1w95imk,dio_text_i3ekge,True,False,False,False,False,False,False,False
dio_0us2,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.312726467,0.213333333,-0.099393134,False,dio_text_2dflm7,dio_text_162ndwo,True,False,False,False,False,False,False,False
dio_19mp,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.312733667,0.213333333,-0.099400334,False,dio_text_1w95imk,dio_text_i3ekge,True,False,False,False,False,False,False,False
dio_1x64,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.312726467,0.213333333,-0.099393134,False,dio_text_2dflm7,dio_text_162ndwo,True,False,False,False,False,False,False,False
dio_03bb,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.226361,0.206666667,-0.019694333,False,dio_text_294abv,dio_text_d6wxct,True,False,False,False,False,False,False,False
dio_03em,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2263416,0.206666667,-0.019674933,False,dio_text_170lq6s,dio_text_90elun,True,False,False,False,False,False,False,False
dio_08e1,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2315498,0.206666667,-0.024883133,False,dio_text_vrv8t9,dio_text_1kjxkzy,True,False,False,False,False,False,False,False
dio_093t,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2263742,0.206666667,-0.019707533,False,dio_text_sek7ze,dio_text_1s2vma8,True,False,False,False,False,False,False,False
dio_0lyl,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.226354,0.206666667,-0.019687333,False,dio_text_640w8o,dio_text_orzvgl,True,False,False,False,False,False,False,False
dio_0t7r,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.226361,0.206666667,-0.019694333,False,dio_text_c8ivki,dio_text_3cksnx,True,False,False,False,False,False,False,False
dio_0yn1,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2263744,0.206666667,-0.019707733,False,dio_text_1fm13t8,dio_text_ufs8d2,True,False,False,False,False,False,False,False
dio_118t,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.226358,0.206666667,-0.019691333,False,dio_text_o430vs,dio_text_2huq5y,True,False,False,False,False,False,False,False
dio_16xo,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.226353,0.206666667,-0.019686333,False,dio_text_13sd2dn,dio_text_1yvyqoy,True,False,False,False,False,False,False,False
dio_1s88,drift_sensitive_anchor,recurrent_drift_family,drift_watch,carried_raw_space,1,1,0.2263588,0.206666667,-0.019692133,False,dio_text_1rvqv3g,dio_text_1cy0nv8,True,False,False,False,False,False,False,False
dio_1vz0,drift_sensitive_anchor,recurrent_drift_family,drift_watch,new_raw_extension,1,1,0.310346067,0.206666667,-0.1036794,False,dio_text_10vzt25,dio_text_1puiyhl,True,False,False,False,False,False,False,False
dio_06gy,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_49bo5i,dio_text_49bo5i,True,False,False,False,False,False,False,False
dio_07t9,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1iy6mgi,dio_text_1iy6mgi,True,False,False,False,False,False,False,False
dio_0ft4,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1udw1m6,dio_text_1udw1m6,True,False,False,False,False,False,False,False
dio_0gmg,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1y79hw9,dio_text_1y79hw9,True,False,False,False,False,False,False,False
dio_0nrp,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_k2zhzo,dio_text_k2zhzo,True,False,False,False,False,False,False,False
dio_0ocv,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1dmfjko,dio_text_1dmfjko,True,False,False,False,False,False,False,False
dio_0pni,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1jdlpx1,dio_text_1jdlpx1,True,False,False,False,False,False,False,False
dio_0t27,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1j80ia3,dio_text_1j80ia3,True,False,False,False,False,False,False,False
dio_17ny,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_zqjhxt,dio_text_zqjhxt,True,False,False,False,False,False,False,False
dio_19bg,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_14eizb9,dio_text_14eizb9,True,False,False,False,False,False,False,False
dio_1a1w,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_vwzveq,dio_text_vwzveq,True,False,False,False,False,False,False,False
dio_1fck,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_se3c2x,dio_text_se3c2x,True,False,False,False,False,False,False,False
dio_1jba,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_153gn8y,dio_text_153gn8y,True,False,False,False,False,False,False,False
dio_1si6,exact_single_form_anchor,recurrent_stable_core_family,stable_core,stable_core,1,1,0.482839133,0.482387133,-0.000452,True,dio_text_1axxr0j,dio_text_1axxr0j,True,False,False,False,False,False,False,False
dio_095l,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.5275858,0.475137933,-0.052447867,False,dio_text_15hzmqv,dio_text_jwkf1a,True,False,False,False,False,False,False,False
dio_0g9z,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.5275858,0.475137933,-0.052447867,False,dio_text_15hzmqv,dio_text_jwkf1a,True,False,False,False,False,False,False,False
dio_0xkp,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.5275858,0.475137933,-0.052447867,False,dio_text_15hzmqv,dio_text_jwkf1a,True,False,False,False,False,False,False,False
dio_1ocs,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.5275858,0.475137933,-0.052447867,False,dio_text_15hzmqv,dio_text_jwkf1a,True,False,False,False,False,False,False,False
dio_0x52,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.393777267,0.472786,0.079008733,False,dio_text_1456g6j,dio_text_1ne15hk,True,False,False,False,False,False,False,False
dio_1lg2,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.393777267,0.472786,0.079008733,False,dio_text_1456g6j,dio_text_1ne15hk,True,False,False,False,False,False,False,False
dio_03yz,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.4045778,0.471712267,0.067134467,False,dio_text_1o8gs8u,dio_text_1xd64od,True,False,False,False,False,False,False,False
dio_140n,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.393756467,0.4592858,0.065529333,False,dio_text_1kx4hnb,dio_text_19a4wib,True,False,False,False,False,False,False,False
dio_1ffn,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.464220133,0.4523748,-0.011845333,False,dio_text_mr2id7,dio_text_zle8sl,True,False,False,False,False,False,False,False
dio_1i05,variant_bridge_anchor,recurrent_variation_family,soft_variation_space,soft_variation_space,1,1,0.464220133,0.4523748,-0.011845333,False,dio_text_mr2id7,dio_text_zle8sl,True,False,False,False,False,False,False,False
